Area,Bedrooms,Bathrooms,Stories,Parking,Age,City,Furnishing,Main Road,Guest Room,Basement,Water Supply,Air Conditioning,Preferred Tenant,Locality Rating,Price,Month,Quarter,Month_sin,Month_cos,Year
5708,2,2,2,1,21,Hyderabad,Unfurnished,Yes,No,No,Both,No,Bachelor,7,1192608,7,3,-0.4999999999999997,-0.8660254037844387,2016
4470,2,3,1,2,30,Mumbai,Unfurnished,Yes,No,Yes,Both,No,Company,3,1064248,8,3,-0.8660254037844383,-0.5000000000000003,2017
5199,4,2,2,2,21,Hyderabad,Unfurnished,Yes,No,No,Borewell,No,Family,1,1368618,9,3,-1.0,-1.8369701987210297e-16,2018
1870,5,2,3,1,36,Chennai,Semi-Furnished,No,Yes,Yes,Borewell,Yes,Company,1,1571286,10,4,-0.8660254037844385,0.5,2019
980,4,2,2,0,46,Hyderabad,Furnished,Yes,Yes,Yes,Corporation,No,Family,3,1320221,11,4,-0.5000000000000003,0.8660254037844383,2020
2694,3,3,3,2,26,Bangalore,Semi-Furnished,Yes,Yes,Yes,Both,Yes,Company,6,1835520,12,4,-2.4492935982947064e-16,1.0,2021
3547,2,1,3,1,49,Hyderabad,Unfurnished,No,Yes,No,Both,Yes,Family,4,969903,1,1,0.4999999999999999,0.8660254037844386,2022
4649,3,3,2,1,13,Mumbai,Semi-Furnished,No,No,Yes,Borewell,No,Family,1,1054835,2,1,0.8660254037844385,0.5000000000000001,2023
2079,1,1,3,0,46,Kolkata,Unfurnished,Yes,Yes,Yes,Borewell,Yes,Family,7,949475,3,1,1.0,6.123233995736766e-17,2024
3906,1,1,3,0,4,Kolkata,Unfurnished,No,Yes,No,Borewell,No,Family,2,1060931,4,2,0.8660254037844387,-0.4999999999999997,2025
5492,4,1,1,0,35,Delhi,Furnished,No,Yes,No,Borewell,Yes,Company,5,1265473,5,2,0.4999999999999999,-0.8660254037844386,2010
3144,5,2,1,2,31,Pune,Furnished,No,No,Yes,Corporation,No,Bachelor,8,1595167,6,2,1.2246467991473532e-16,-1.0,2011
3756,3,2,1,1,33,Hyderabad,Unfurnished,Yes,No,No,Corporation,Yes,Family,7,1260221,7,3,-0.4999999999999997,-0.8660254037844387,2012
4445,5,1,1,1,6,Kolkata,Unfurnished,Yes,No,No,Corporation,No,Family,8,1336416,8,3,-0.8660254037844383,-0.5000000000000003,2013
1643,4,1,3,1,41,Hyderabad,Semi-Furnished,Yes,No,Yes,Corporation,No,Family,10,1288118,9,3,-1.0,-1.8369701987210297e-16,2014
5588,1,2,2,0,47,Pune,Unfurnished,No,No,No,Borewell,Yes,Family,6,806265,10,4,-0.8660254037844385,0.5,2015
3518,5,3,3,1,9,Kolkata,Semi-Furnished,Yes,Yes,Yes,Corporation,Yes,Company,7,1505330,11,4,-0.5000000000000003,0.8660254037844383,2016
5504,5,1,3,2,49,Pune,Unfurnished,Yes,No,No,Corporation,No,Bachelor,9,1389962,12,4,-2.4492935982947064e-16,1.0,2017
2541,1,3,3,0,16,Hyderabad,Furnished,No,No,No,Corporation,Yes,Bachelor,6,1069914,1,1,0.4999999999999999,0.8660254037844386,2018
5453,3,2,2,0,29,Mumbai,Furnished,No,Yes,Yes,Borewell,No,Bachelor,9,1578293,2,1,0.8660254037844385,0.5000000000000001,2019
3459,1,1,1,0,20,Hyderabad,Unfurnished,Yes,Yes,Yes,Both,Yes,Company,2,742070,3,1,1.0,6.123233995736766e-17,2020
4948,5,3,3,0,12,Pune,Semi-Furnished,No,Yes,No,Borewell,No,Bachelor,2,1491026,4,2,0.8660254037844387,-0.4999999999999997,2021
5723,3,3,3,2,0,Mumbai,Semi-Furnished,Yes,No,No,Both,Yes,Company,2,1489732,5,2,0.4999999999999999,-0.8660254037844386,2022
3359,3,3,1,1,0,Mumbai,Semi-Furnished,Yes,Yes,No,Both,No,Company,6,1390060,6,2,1.2246467991473532e-16,-1.0,2023
2665,1,2,3,2,46,Delhi,Unfurnished,Yes,No,Yes,Corporation,Yes,Family,2,1204653,7,3,-0.4999999999999997,-0.8660254037844387,2024
2879,5,2,2,1,32,Kolkata,Unfurnished,No,Yes,No,Corporation,No,Company,3,1414255,8,3,-0.8660254037844383,-0.5000000000000003,2025
5046,4,3,3,2,37,Bangalore,Furnished,No,No,Yes,Corporation,Yes,Bachelor,8,1918182,9,3,-1.0,-1.8369701987210297e-16,2010
2035,5,3,3,0,24,Mumbai,Furnished,Yes,No,No,Borewell,No,Bachelor,8,1334758,10,4,-0.8660254037844385,0.5,2011
5808,2,2,1,0,25,Pune,Unfurnished,Yes,No,No,Borewell,Yes,Bachelor,4,988228,11,4,-0.5000000000000003,0.8660254037844383,2012
2157,4,3,3,2,12,Kolkata,Furnished,Yes,No,No,Corporation,Yes,Family,9,2013515,12,4,-2.4492935982947064e-16,1.0,2013
4852,3,3,3,2,27,Chennai,Semi-Furnished,Yes,Yes,No,Borewell,No,Family,8,1778912,1,1,0.4999999999999999,0.8660254037844386,2014
2470,4,2,2,1,32,Hyderabad,Semi-Furnished,No,Yes,No,Borewell,Yes,Family,1,1019574,2,1,0.8660254037844385,0.5000000000000001,2015
3249,3,3,1,2,36,Pune,Unfurnished,Yes,No,Yes,Both,Yes,Company,8,1332601,3,1,1.0,6.123233995736766e-17,2016
3651,3,3,1,2,40,Chennai,Semi-Furnished,Yes,Yes,Yes,Borewell,No,Bachelor,1,1313524,4,2,0.8660254037844387,-0.4999999999999997,2017
4130,4,3,2,1,29,Pune,Unfurnished,No,No,Yes,Both,No,Company,4,1189976,5,2,0.4999999999999999,-0.8660254037844386,2018
2889,3,2,3,1,48,Hyderabad,Semi-Furnished,Yes,Yes,No,Corporation,No,Company,10,994959,6,2,1.2246467991473532e-16,-1.0,2019
2031,3,3,1,1,47,Delhi,Unfurnished,Yes,Yes,Yes,Borewell,No,Bachelor,6,1116183,7,3,-0.4999999999999997,-0.8660254037844387,2020
3216,2,2,1,2,7,Pune,Semi-Furnished,Yes,No,Yes,Both,Yes,Family,7,1114296,8,3,-0.8660254037844383,-0.5000000000000003,2021
1415,5,2,3,1,48,Mumbai,Semi-Furnished,Yes,No,No,Borewell,Yes,Bachelor,10,1415323,9,3,-1.0,-1.8369701987210297e-16,2022
1748,5,1,3,0,46,Bangalore,Furnished,Yes,Yes,No,Both,Yes,Company,4,1352677,10,4,-0.8660254037844385,0.5,2023
5011,2,1,1,0,0,Mumbai,Furnished,No,No,Yes,Both,No,Company,8,1040608,11,4,-0.5000000000000003,0.8660254037844383,2024
3487,4,3,3,0,11,Hyderabad,Furnished,No,Yes,Yes,Borewell,Yes,Family,8,1691357,12,4,-2.4492935982947064e-16,1.0,2025
3239,1,2,1,2,4,Pune,Furnished,No,Yes,Yes,Corporation,Yes,Company,9,1105741,1,1,0.4999999999999999,0.8660254037844386,2010
735,1,1,3,0,23,Bangalore,Furnished,No,Yes,Yes,Both,No,Company,6,796568,2,1,0.8660254037844385,0.5000000000000001,2011
4992,1,3,3,2,5,Mumbai,Furnished,Yes,No,Yes,Corporation,Yes,Bachelor,4,1218406,3,1,1.0,6.123233995736766e-17,2012
1295,2,1,2,2,24,Bangalore,Unfurnished,No,No,Yes,Borewell,Yes,Family,2,898355,4,2,0.8660254037844387,-0.4999999999999997,2013
3946,2,1,3,0,0,Hyderabad,Unfurnished,No,Yes,Yes,Borewell,No,Bachelor,7,618318,5,2,0.4999999999999999,-0.8660254037844386,2014
1251,3,2,2,1,24,Delhi,Furnished,No,No,No,Corporation,Yes,Bachelor,10,1215636,6,2,1.2246467991473532e-16,-1.0,2015
2087,1,2,3,2,0,Delhi,Unfurnished,No,No,Yes,Borewell,No,Bachelor,3,1043097,7,3,-0.4999999999999997,-0.8660254037844387,2016
2331,4,1,1,0,31,Pune,Furnished,No,Yes,No,Both,No,Company,3,854458,8,3,-0.8660254037844383,-0.5000000000000003,2017
4146,4,1,1,2,41,Mumbai,Unfurnished,No,No,No,Corporation,Yes,Company,3,1244724,9,3,-1.0,-1.8369701987210297e-16,2018
2827,1,2,3,1,41,Chennai,Semi-Furnished,No,No,No,Borewell,Yes,Family,4,1151479,10,4,-0.8660254037844385,0.5,2019
1968,1,3,3,1,2,Hyderabad,Unfurnished,No,Yes,Yes,Borewell,Yes,Company,2,558895,11,4,-0.5000000000000003,0.8660254037844383,2020
4400,1,2,1,0,48,Mumbai,Unfurnished,Yes,No,Yes,Corporation,No,Family,5,739295,12,4,-2.4492935982947064e-16,1.0,2021
5452,2,1,3,2,18,Mumbai,Unfurnished,No,Yes,No,Both,No,Bachelor,3,698753,1,1,0.4999999999999999,0.8660254037844386,2022
3138,2,3,2,2,42,Delhi,Semi-Furnished,Yes,No,Yes,Corporation,Yes,Bachelor,10,1387548,2,1,0.8660254037844385,0.5000000000000001,2023
3898,2,1,2,2,28,Pune,Furnished,No,No,Yes,Borewell,Yes,Company,5,1210804,3,1,1.0,6.123233995736766e-17,2024
5787,5,3,2,2,49,Bangalore,Unfurnished,No,Yes,No,Borewell,No,Company,7,1271338,4,2,0.8660254037844387,-0.4999999999999997,2025
5936,4,1,2,0,1,Hyderabad,Unfurnished,No,Yes,Yes,Corporation,Yes,Family,9,1753385,5,2,0.4999999999999999,-0.8660254037844386,2010
5687,4,3,2,1,8,Bangalore,Semi-Furnished,Yes,No,No,Both,Yes,Company,2,1622122,6,2,1.2246467991473532e-16,-1.0,2011
4313,3,3,3,0,16,Kolkata,Furnished,Yes,Yes,No,Both,No,Company,9,1417426,7,3,-0.4999999999999997,-0.8660254037844387,2012
1466,2,1,3,2,45,Kolkata,Unfurnished,No,Yes,No,Both,Yes,Company,10,1310266,8,3,-0.8660254037844383,-0.5000000000000003,2013
4780,5,3,2,2,35,Hyderabad,Semi-Furnished,Yes,No,No,Corporation,Yes,Bachelor,6,1484958,9,3,-1.0,-1.8369701987210297e-16,2014
2844,5,2,3,1,16,Pune,Furnished,No,Yes,Yes,Both,Yes,Company,6,1522264,10,4,-0.8660254037844385,0.5,2015
4507,4,1,3,2,48,Chennai,Furnished,Yes,No,No,Both,Yes,Company,3,1163501,11,4,-0.5000000000000003,0.8660254037844383,2016
3773,2,2,2,0,11,Kolkata,Unfurnished,Yes,No,Yes,Both,No,Bachelor,10,1350036,12,4,-2.4492935982947064e-16,1.0,2017
4369,3,1,3,0,19,Delhi,Unfurnished,Yes,Yes,Yes,Both,No,Bachelor,9,1303491,1,1,0.4999999999999999,0.8660254037844386,2018
2946,2,3,3,1,49,Chennai,Unfurnished,No,No,Yes,Borewell,No,Bachelor,4,1142170,2,1,0.8660254037844385,0.5000000000000001,2019
1153,1,3,3,0,2,Mumbai,Unfurnished,Yes,Yes,Yes,Corporation,No,Bachelor,5,991330,3,1,1.0,6.123233995736766e-17,2020
2482,2,3,2,0,42,Kolkata,Semi-Furnished,Yes,No,No,Corporation,Yes,Company,3,1131985,4,2,0.8660254037844387,-0.4999999999999997,2021
3174,1,1,3,0,49,Delhi,Semi-Furnished,No,Yes,No,Both,Yes,Company,5,918651,5,2,0.4999999999999999,-0.8660254037844386,2022
3296,1,2,1,0,3,Mumbai,Unfurnished,Yes,Yes,No,Corporation,Yes,Company,8,983898,6,2,1.2246467991473532e-16,-1.0,2023
4585,3,2,1,2,16,Chennai,Furnished,No,No,No,Corporation,Yes,Family,8,1437240,7,3,-0.4999999999999997,-0.8660254037844387,2024
1175,4,1,2,0,49,Hyderabad,Unfurnished,No,Yes,No,Borewell,No,Bachelor,8,855711,8,3,-0.8660254037844383,-0.5000000000000003,2025
2025,2,1,1,1,36,Mumbai,Furnished,Yes,Yes,Yes,Corporation,Yes,Company,6,1060506,9,3,-1.0,-1.8369701987210297e-16,2010
3469,1,2,2,1,45,Bangalore,Furnished,No,Yes,No,Borewell,Yes,Company,1,1041679,10,4,-0.8660254037844385,0.5,2011
817,2,2,1,0,41,Hyderabad,Furnished,Yes,No,Yes,Corporation,No,Company,10,944102,11,4,-0.5000000000000003,0.8660254037844383,2012
514,4,2,1,1,14,Hyderabad,Semi-Furnished,Yes,No,Yes,Borewell,No,Bachelor,6,888174,12,4,-2.4492935982947064e-16,1.0,2013
1016,4,2,1,0,32,Chennai,Furnished,No,Yes,No,Borewell,No,Bachelor,10,961211,1,1,0.4999999999999999,0.8660254037844386,2014
4374,5,1,2,1,15,Chennai,Furnished,Yes,Yes,Yes,Corporation,Yes,Bachelor,7,1862366,2,1,0.8660254037844385,0.5000000000000001,2015
3667,4,1,2,1,10,Delhi,Semi-Furnished,Yes,No,Yes,Borewell,No,Company,9,1308970,3,1,1.0,6.123233995736766e-17,2016
1225,3,3,3,0,19,Delhi,Furnished,No,No,No,Borewell,Yes,Bachelor,8,1412708,4,2,0.8660254037844387,-0.4999999999999997,2017
1916,1,2,2,0,37,Bangalore,Furnished,No,No,No,Corporation,Yes,Company,8,765642,5,2,0.4999999999999999,-0.8660254037844386,2018
3546,5,3,1,2,23,Hyderabad,Unfurnished,Yes,Yes,No,Borewell,No,Family,7,1297288,6,2,1.2246467991473532e-16,-1.0,2019
812,3,1,1,0,15,Pune,Furnished,No,No,Yes,Borewell,No,Bachelor,2,659680,7,3,-0.4999999999999997,-0.8660254037844387,2020
1128,2,1,2,0,29,Bangalore,Furnished,No,Yes,No,Borewell,No,Bachelor,1,710795,8,3,-0.8660254037844383,-0.5000000000000003,2021
3748,1,3,2,2,33,Bangalore,Furnished,No,No,No,Borewell,Yes,Company,2,1055608,9,3,-1.0,-1.8369701987210297e-16,2022
3208,4,2,2,0,0,Pune,Furnished,No,Yes,Yes,Borewell,Yes,Bachelor,6,1676570,10,4,-0.8660254037844385,0.5,2023
1075,1,2,3,0,23,Pune,Furnished,Yes,No,No,Both,Yes,Bachelor,2,936928,11,4,-0.5000000000000003,0.8660254037844383,2024
3865,2,2,1,2,23,Pune,Semi-Furnished,Yes,Yes,Yes,Borewell,No,Company,10,1544740,12,4,-2.4492935982947064e-16,1.0,2025
2904,5,2,3,0,8,Chennai,Furnished,No,No,Yes,Borewell,Yes,Company,4,1612901,1,1,0.4999999999999999,0.8660254037844386,2010
3367,5,3,3,0,21,Bangalore,Furnished,Yes,No,No,Borewell,Yes,Company,10,1418637,2,1,0.8660254037844385,0.5000000000000001,2011
3186,5,3,1,2,11,Bangalore,Semi-Furnished,No,Yes,Yes,Borewell,Yes,Family,3,1763066,3,1,1.0,6.123233995736766e-17,2012
1522,4,1,1,2,16,Mumbai,Semi-Furnished,No,No,Yes,Corporation,Yes,Company,6,970887,4,2,0.8660254037844387,-0.4999999999999997,2013
4479,3,2,2,1,24,Pune,Furnished,Yes,No,No,Both,No,Bachelor,8,1397320,5,2,0.4999999999999999,-0.8660254037844386,2014
1971,3,2,2,0,27,Pune,Furnished,Yes,No,No,Corporation,Yes,Family,6,1081557,6,2,1.2246467991473532e-16,-1.0,2015
5473,1,2,3,1,14,Delhi,Furnished,Yes,No,No,Both,No,Company,2,1478786,7,3,-0.4999999999999997,-0.8660254037844387,2016
5504,4,3,2,1,29,Delhi,Unfurnished,Yes,Yes,Yes,Borewell,No,Family,5,1732679,8,3,-0.8660254037844383,-0.5000000000000003,2017
2543,5,2,2,2,26,Hyderabad,Unfurnished,No,Yes,Yes,Borewell,Yes,Family,6,1402306,9,3,-1.0,-1.8369701987210297e-16,2018
2087,5,3,1,0,21,Delhi,Furnished,No,No,No,Both,Yes,Bachelor,9,1454616,10,4,-0.8660254037844385,0.5,2019
4532,2,2,1,0,9,Kolkata,Semi-Furnished,Yes,Yes,No,Both,No,Family,6,1105109,11,4,-0.5000000000000003,0.8660254037844383,2020
4251,2,2,2,2,30,Hyderabad,Furnished,No,Yes,No,Corporation,Yes,Company,10,1569572,12,4,-2.4492935982947064e-16,1.0,2021
3840,5,1,1,1,26,Pune,Semi-Furnished,Yes,Yes,Yes,Both,No,Family,5,1365772,1,1,0.4999999999999999,0.8660254037844386,2022
4166,5,2,2,2,11,Mumbai,Semi-Furnished,Yes,Yes,No,Borewell,Yes,Family,1,1469725,2,1,0.8660254037844385,0.5000000000000001,2023
2726,4,2,1,0,45,Delhi,Semi-Furnished,Yes,Yes,Yes,Corporation,Yes,Bachelor,10,1258426,3,1,1.0,6.123233995736766e-17,2024
3314,3,1,1,2,30,Mumbai,Furnished,No,No,No,Both,No,Bachelor,5,1073167,4,2,0.8660254037844387,-0.4999999999999997,2025
5368,2,3,1,0,31,Delhi,Furnished,No,Yes,Yes,Both,Yes,Company,5,1500748,5,2,0.4999999999999999,-0.8660254037844386,2010
5792,3,3,1,1,31,Delhi,Semi-Furnished,Yes,No,Yes,Corporation,No,Bachelor,6,1435195,6,2,1.2246467991473532e-16,-1.0,2011
4352,4,2,2,0,40,Mumbai,Unfurnished,Yes,Yes,No,Both,No,Company,7,1155107,7,3,-0.4999999999999997,-0.8660254037844387,2012
995,5,3,3,1,44,Bangalore,Unfurnished,Yes,No,Yes,Borewell,Yes,Company,4,1540955,8,3,-0.8660254037844383,-0.5000000000000003,2013
1128,3,2,1,1,34,Bangalore,Unfurnished,Yes,No,Yes,Corporation,No,Bachelor,7,878632,9,3,-1.0,-1.8369701987210297e-16,2014
1765,5,1,2,0,45,Bangalore,Semi-Furnished,No,No,No,Both,Yes,Family,5,1301961,10,4,-0.8660254037844385,0.5,2015
4892,5,1,2,0,20,Kolkata,Furnished,No,Yes,No,Borewell,Yes,Bachelor,6,1922571,11,4,-0.5000000000000003,0.8660254037844383,2016
1098,1,2,1,1,9,Bangalore,Semi-Furnished,Yes,Yes,Yes,Both,Yes,Family,4,858556,12,4,-2.4492935982947064e-16,1.0,2017
795,3,1,3,2,15,Delhi,Unfurnished,Yes,No,Yes,Corporation,No,Family,8,1225440,1,1,0.4999999999999999,0.8660254037844386,2018
4571,3,1,1,0,6,Pune,Furnished,No,No,Yes,Both,Yes,Company,9,1153451,2,1,0.8660254037844385,0.5000000000000001,2019
4760,5,2,2,1,3,Chennai,Semi-Furnished,Yes,Yes,No,Both,Yes,Company,2,1604260,3,1,1.0,6.123233995736766e-17,2020
2902,4,2,3,1,26,Mumbai,Semi-Furnished,No,Yes,Yes,Both,No,Bachelor,4,1369554,4,2,0.8660254037844387,-0.4999999999999997,2021
2219,1,1,2,2,24,Pune,Unfurnished,No,No,Yes,Borewell,No,Family,8,778087,5,2,0.4999999999999999,-0.8660254037844386,2022
1117,5,3,1,0,30,Chennai,Semi-Furnished,Yes,Yes,No,Borewell,No,Bachelor,8,1691472,6,2,1.2246467991473532e-16,-1.0,2023
3182,2,3,3,1,10,Pune,Furnished,No,Yes,No,Both,No,Company,9,1339931,7,3,-0.4999999999999997,-0.8660254037844387,2024
5346,2,2,2,2,47,Kolkata,Unfurnished,No,Yes,No,Both,Yes,Family,3,1278287,8,3,-0.8660254037844383,-0.5000000000000003,2025
3977,1,2,2,1,19,Chennai,Unfurnished,No,Yes,No,Corporation,Yes,Bachelor,1,630606,9,3,-1.0,-1.8369701987210297e-16,2010
5886,4,3,2,0,35,Hyderabad,Furnished,No,Yes,No,Both,Yes,Bachelor,9,1765459,10,4,-0.8660254037844385,0.5,2011
543,5,1,1,2,16,Bangalore,Unfurnished,Yes,Yes,Yes,Corporation,Yes,Company,1,1359888,11,4,-0.5000000000000003,0.8660254037844383,2012
5380,3,3,3,1,44,Kolkata,Semi-Furnished,No,No,Yes,Borewell,No,Company,3,1297660,12,4,-2.4492935982947064e-16,1.0,2013
3540,1,3,1,2,10,Pune,Semi-Furnished,No,No,Yes,Both,No,Company,3,610866,1,1,0.4999999999999999,0.8660254037844386,2014
4891,4,3,1,0,29,Delhi,Unfurnished,No,No,No,Corporation,Yes,Company,9,1354162,2,1,0.8660254037844385,0.5000000000000001,2015
3338,3,3,1,2,34,Bangalore,Furnished,Yes,No,No,Borewell,No,Bachelor,1,1221857,3,1,1.0,6.123233995736766e-17,2016
5988,2,2,3,0,40,Bangalore,Semi-Furnished,Yes,No,No,Corporation,No,Company,7,1337891,4,2,0.8660254037844387,-0.4999999999999997,2017
4036,2,2,1,1,37,Chennai,Furnished,Yes,No,Yes,Borewell,No,Company,2,1338295,5,2,0.4999999999999999,-0.8660254037844386,2018
3622,3,1,1,0,21,Hyderabad,Semi-Furnished,No,Yes,No,Both,No,Bachelor,7,938811,6,2,1.2246467991473532e-16,-1.0,2019
1567,1,1,1,1,42,Bangalore,Semi-Furnished,Yes,Yes,No,Corporation,No,Bachelor,1,472576,7,3,-0.4999999999999997,-0.8660254037844387,2020
3016,2,1,1,1,47,Pune,Unfurnished,Yes,No,No,Both,Yes,Family,10,765422,8,3,-0.8660254037844383,-0.5000000000000003,2021
1462,5,1,2,0,26,Pune,Unfurnished,Yes,No,Yes,Corporation,Yes,Bachelor,10,1318431,9,3,-1.0,-1.8369701987210297e-16,2022
2556,3,3,1,1,36,Mumbai,Furnished,No,No,No,Borewell,No,Family,8,1261263,10,4,-0.8660254037844385,0.5,2023
5561,3,2,2,2,45,Mumbai,Unfurnished,Yes,Yes,No,Corporation,No,Company,10,1334311,11,4,-0.5000000000000003,0.8660254037844383,2024
5705,2,2,1,1,48,Bangalore,Semi-Furnished,Yes,Yes,Yes,Corporation,Yes,Family,10,1487102,12,4,-2.4492935982947064e-16,1.0,2025
3382,1,1,3,0,34,Chennai,Semi-Furnished,Yes,Yes,No,Both,Yes,Family,2,1001727,1,1,0.4999999999999999,0.8660254037844386,2010
3694,5,1,2,2,3,Chennai,Furnished,No,Yes,No,Both,No,Company,3,1483624,2,1,0.8660254037844385,0.5000000000000001,2011
5129,1,3,2,2,15,Delhi,Furnished,No,No,No,Both,No,Company,8,1149877,3,1,1.0,6.123233995736766e-17,2012
1556,4,3,2,1,15,Kolkata,Semi-Furnished,Yes,No,Yes,Borewell,No,Company,3,1208580,4,2,0.8660254037844387,-0.4999999999999997,2013
5734,4,1,2,1,20,Kolkata,Unfurnished,Yes,No,No,Both,Yes,Family,1,919576,5,2,0.4999999999999999,-0.8660254037844386,2014
1132,2,2,3,0,25,Kolkata,Unfurnished,Yes,No,No,Corporation,No,Bachelor,9,955788,6,2,1.2246467991473532e-16,-1.0,2015
4730,2,2,1,2,35,Hyderabad,Furnished,No,Yes,Yes,Borewell,No,Bachelor,8,1285251,7,3,-0.4999999999999997,-0.8660254037844387,2016
5246,2,2,2,0,18,Chennai,Furnished,No,Yes,Yes,Both,No,Bachelor,4,1226031,8,3,-0.8660254037844383,-0.5000000000000003,2017
1353,4,1,3,1,16,Delhi,Semi-Furnished,Yes,No,No,Corporation,No,Company,8,1302827,9,3,-1.0,-1.8369701987210297e-16,2018
2939,1,2,2,2,44,Mumbai,Semi-Furnished,No,Yes,Yes,Corporation,No,Company,5,1048213,10,4,-0.8660254037844385,0.5,2019
3724,1,3,1,0,25,Pune,Furnished,Yes,Yes,No,Borewell,No,Bachelor,3,959382,11,4,-0.5000000000000003,0.8660254037844383,2020
3701,2,3,2,0,21,Kolkata,Semi-Furnished,No,Yes,Yes,Corporation,No,Company,1,1067860,12,4,-2.4492935982947064e-16,1.0,2021
1942,5,1,3,0,27,Mumbai,Furnished,Yes,Yes,No,Both,No,Family,10,1255372,1,1,0.4999999999999999,0.8660254037844386,2022
5693,1,3,1,0,0,Mumbai,Furnished,No,No,No,Corporation,Yes,Family,5,1074021,2,1,0.8660254037844385,0.5000000000000001,2023
1591,4,1,3,0,43,Bangalore,Unfurnished,Yes,Yes,No,Both,Yes,Company,6,1178530,3,1,1.0,6.123233995736766e-17,2024
5912,3,2,1,2,35,Hyderabad,Furnished,No,No,Yes,Both,Yes,Bachelor,4,1321841,4,2,0.8660254037844387,-0.4999999999999997,2025
3393,3,2,1,0,42,Delhi,Semi-Furnished,Yes,Yes,Yes,Borewell,No,Bachelor,7,1259602,5,2,0.4999999999999999,-0.8660254037844386,2010
3081,3,2,1,2,36,Hyderabad,Unfurnished,Yes,Yes,No,Corporation,Yes,Family,3,1062065,6,2,1.2246467991473532e-16,-1.0,2011
1617,5,3,2,0,1,Bangalore,Unfurnished,Yes,No,No,Borewell,Yes,Company,7,1447965,7,3,-0.4999999999999997,-0.8660254037844387,2012
1940,2,1,3,1,16,Delhi,Semi-Furnished,Yes,No,No,Borewell,Yes,Bachelor,1,999884,8,3,-0.8660254037844383,-0.5000000000000003,2013
3636,4,2,3,1,39,Delhi,Semi-Furnished,No,Yes,No,Borewell,Yes,Bachelor,7,1621601,9,3,-1.0,-1.8369701987210297e-16,2014
5941,5,1,3,0,37,Chennai,Semi-Furnished,Yes,Yes,Yes,Both,Yes,Company,1,1716078,10,4,-0.8660254037844385,0.5,2015
2786,4,2,1,1,20,Hyderabad,Furnished,No,No,Yes,Both,No,Company,1,1261264,11,4,-0.5000000000000003,0.8660254037844383,2016
4119,4,3,2,2,8,Hyderabad,Unfurnished,No,Yes,No,Both,Yes,Bachelor,2,1169239,12,4,-2.4492935982947064e-16,1.0,2017
1788,2,3,1,0,12,Chennai,Furnished,Yes,Yes,Yes,Both,No,Company,2,1198402,1,1,0.4999999999999999,0.8660254037844386,2018
2256,3,1,3,2,10,Mumbai,Furnished,Yes,No,Yes,Corporation,No,Company,4,1499456,2,1,0.8660254037844385,0.5000000000000001,2019
1765,2,3,2,0,15,Bangalore,Furnished,Yes,Yes,Yes,Corporation,Yes,Company,1,1101081,3,1,1.0,6.123233995736766e-17,2020
899,5,3,2,1,15,Hyderabad,Furnished,Yes,Yes,No,Both,No,Bachelor,4,1506937,4,2,0.8660254037844387,-0.4999999999999997,2021
2080,5,1,2,2,1,Chennai,Unfurnished,No,Yes,No,Both,Yes,Family,2,1179675,5,2,0.4999999999999999,-0.8660254037844386,2022
910,5,2,3,1,41,Pune,Unfurnished,No,Yes,Yes,Corporation,No,Company,4,970843,6,2,1.2246467991473532e-16,-1.0,2023
4712,2,3,2,1,43,Delhi,Furnished,No,Yes,Yes,Borewell,No,Bachelor,4,1177412,7,3,-0.4999999999999997,-0.8660254037844387,2024
1724,4,1,2,0,7,Kolkata,Semi-Furnished,No,No,No,Borewell,Yes,Family,9,1101919,8,3,-0.8660254037844383,-0.5000000000000003,2025
1555,4,3,1,2,42,Pune,Unfurnished,Yes,Yes,No,Both,No,Bachelor,9,1237072,9,3,-1.0,-1.8369701987210297e-16,2010
2227,1,3,1,1,41,Chennai,Furnished,No,No,No,Borewell,No,Bachelor,1,638282,10,4,-0.8660254037844385,0.5,2011
3541,5,3,2,0,12,Kolkata,Semi-Furnished,Yes,No,Yes,Both,No,Bachelor,5,1384446,11,4,-0.5000000000000003,0.8660254037844383,2012
3886,4,3,2,0,16,Mumbai,Semi-Furnished,Yes,Yes,Yes,Both,No,Family,7,1487509,12,4,-2.4492935982947064e-16,1.0,2013
2210,1,1,1,0,38,Bangalore,Furnished,No,No,Yes,Both,No,Bachelor,4,520065,1,1,0.4999999999999999,0.8660254037844386,2014
3323,4,1,1,1,23,Kolkata,Unfurnished,No,Yes,No,Corporation,No,Family,5,1126408,2,1,0.8660254037844385,0.5000000000000001,2015
5701,5,1,1,0,2,Mumbai,Semi-Furnished,No,No,No,Borewell,No,Company,2,1331309,3,1,1.0,6.123233995736766e-17,2016
2614,3,3,3,2,29,Kolkata,Unfurnished,No,No,No,Corporation,No,Family,3,1540398,4,2,0.8660254037844387,-0.4999999999999997,2017
4586,5,3,3,2,12,Delhi,Unfurnished,No,No,No,Borewell,Yes,Bachelor,7,1916011,5,2,0.4999999999999999,-0.8660254037844386,2018
1113,2,3,1,1,18,Delhi,Semi-Furnished,No,Yes,No,Corporation,No,Family,10,1076245,6,2,1.2246467991473532e-16,-1.0,2019
4002,4,1,2,2,6,Delhi,Furnished,Yes,No,Yes,Corporation,Yes,Bachelor,7,1488080,7,3,-0.4999999999999997,-0.8660254037844387,2020
